File name,Package name,File size,Package size,File size in package (%),File size in system (%)
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-samsung.ko.xz,linux,2884,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-sjoy.ko.xz,linux,1632,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-sony.ko.xz,linux,13868,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-speedlink.ko.xz,linux,1412,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-steam.ko.xz,linux,6920,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-sunplus.ko.xz,linux,1940,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-thrustmaster.ko.xz,linux,3472,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-tmff.ko.xz,linux,1660,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-topseed.ko.xz,linux,2468,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-twinhan.ko.xz,linux,2664,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-uclogic.ko.xz,linux,9988,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-waltop.ko.xz,linux,2276,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-wiimote.ko.xz,linux,20084,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-xinmo.ko.xz,linux,1392,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-zpff.ko.xz,linux,1516,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/hid-zydacron.ko.xz,linux,2928,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/uhid.ko.xz,linux,5948,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hid/wacom.ko.xz,linux,36604,21138710,0.2,0.1
lib/modules/6.1.61-v8/kernel/drivers/hwmon/aht10.ko.xz,linux,2740,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/ds1621.ko.xz,linux,3836,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/emc2305.ko.xz,linux,4032,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/gpio-fan.ko.xz,linux,4532,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/iio_hwmon.ko.xz,linux,2440,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/ina2xx.ko.xz,linux,4816,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/jc42.ko.xz,linux,3704,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/lm75.ko.xz,linux,5268,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/pwm-fan.ko.xz,linux,5176,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/raspberrypi-hwmon.ko.xz,linux,2416,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/rp1-adc.ko.xz,linux,3052,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/sht21.ko.xz,linux,2692,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/sht3x.ko.xz,linux,4900,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/sht4x.ko.xz,linux,2804,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/shtc1.ko.xz,linux,3208,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/hwmon/tmp102.ko.xz,linux,2764,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/algos/i2c-algo-bit.ko.xz,linux,3912,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/busses/i2c-bcm2708.ko.xz,linux,4456,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/busses/i2c-bcm2835.ko.xz,linux,5628,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/busses/i2c-brcmstb.ko.xz,linux,4076,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/busses/i2c-designware-core.ko.xz,linux,8008,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/busses/i2c-designware-platform.ko.xz,linux,3688,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/busses/i2c-gpio.ko.xz,linux,3000,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/busses/i2c-robotfuzz-osif.ko.xz,linux,2456,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/busses/i2c-tiny-usb.ko.xz,linux,3020,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/i2c-dev.ko.xz,linux,5648,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/i2c-mux.ko.xz,linux,3964,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/muxes/i2c-mux-gpmux.ko.xz,linux,2668,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/muxes/i2c-mux-pca954x.ko.xz,linux,4432,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/i2c/muxes/i2c-mux-pinctrl.ko.xz,linux,2812,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/adc/mcp320x.ko.xz,linux,3716,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/adc/mcp3422.ko.xz,linux,3420,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/adc/ti-ads1015.ko.xz,linux,6632,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/buffer/industrialio-buffer-cb.ko.xz,linux,2308,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/buffer/industrialio-triggered-buffer.ko.xz,linux,1816,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/buffer/kfifo_buf.ko.xz,linux,2708,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/chemical/bme680_core.ko.xz,linux,5124,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/chemical/bme680_i2c.ko.xz,linux,1708,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/chemical/bme680_spi.ko.xz,linux,2536,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/chemical/ccs811.ko.xz,linux,4092,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/chemical/sgp30.ko.xz,linux,3720,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/chemical/sps30.ko.xz,linux,3312,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/chemical/sps30_i2c.ko.xz,linux,2792,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/common/ms_sensors/ms_sensors_i2c.ko.xz,linux,4356,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/health/max30102.ko.xz,linux,3876,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/humidity/dht11.ko.xz,linux,3280,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/humidity/hdc100x.ko.xz,linux,3884,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/humidity/htu21.ko.xz,linux,2980,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/humidity/si7020.ko.xz,linux,2052,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/imu/bno055/bno055.ko.xz,linux,8264,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/imu/bno055/bno055_i2c.ko.xz,linux,1664,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/imu/inv_mpu6050/inv-mpu6050-i2c.ko.xz,linux,2980,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/imu/inv_mpu6050/inv-mpu6050.ko.xz,linux,10612,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/industrialio-configfs.ko.xz,linux,1436,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/industrialio-sw-trigger.ko.xz,linux,2512,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/industrialio.ko.xz,linux,31648,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/iio/light/apds9960.ko.xz,linux,5556,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/light/bh1750.ko.xz,linux,3016,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/light/tsl4531.ko.xz,linux,2440,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/light/veml6070.ko.xz,linux,2472,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/pressure/bmp280-i2c.ko.xz,linux,2008,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/pressure/bmp280-spi.ko.xz,linux,2220,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/pressure/bmp280.ko.xz,linux,8176,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/pressure/ms5637.ko.xz,linux,3072,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/temperature/max31856.ko.xz,linux,3668,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/temperature/maxim_thermocouple.ko.xz,linux,3172,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/trigger/iio-trig-hrtimer.ko.xz,linux,2452,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/trigger/iio-trig-interrupt.ko.xz,linux,1936,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/iio/trigger/iio-trig-sysfs.ko.xz,linux,2684,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/ff-memless.ko.xz,linux,4340,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/gameport/gameport.ko.xz,linux,6660,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/gameport/lightning.ko.xz,linux,3212,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/gameport/ns558.ko.xz,linux,2388,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/joydev.ko.xz,linux,7320,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/joystick/fsia6b.ko.xz,linux,2728,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/joystick/iforce/iforce-usb.ko.xz,linux,3564,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/joystick/iforce/iforce.ko.xz,linux,7748,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/joystick/psxpad-spi.ko.xz,linux,3532,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/joystick/rpisense-js.ko.xz,linux,2616,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/joystick/xpad.ko.xz,linux,12016,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/keyboard/cap11xx.ko.xz,linux,4024,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/keyboard/gpio_keys.ko.xz,linux,6720,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/keyboard/matrix_keypad.ko.xz,linux,4928,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/keyboard/tca6416-keypad.ko.xz,linux,3376,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/keyboard/tca8418_keypad.ko.xz,linux,3280,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/matrix-keymap.ko.xz,linux,2308,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/ad714x-i2c.ko.xz,linux,1924,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/ad714x-spi.ko.xz,linux,2200,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/ad714x.ko.xz,linux,5508,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/adxl34x-i2c.ko.xz,linux,2072,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/adxl34x-spi.ko.xz,linux,2108,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/adxl34x.ko.xz,linux,4828,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/ati_remote2.ko.xz,linux,6652,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/cm109.ko.xz,linux,5544,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/cma3000_d0x.ko.xz,linux,3280,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/keyspan_remote.ko.xz,linux,4156,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/powermate.ko.xz,linux,3708,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/raspberrypi-button.ko.xz,linux,2540,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/rotary_encoder.ko.xz,linux,3440,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/uinput.ko.xz,linux,6980,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/misc/yealink.ko.xz,linux,6452,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/serio/serio.ko.xz,linux,7064,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/serio/serio_raw.ko.xz,linux,4228,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/serio/serport.ko.xz,linux,3192,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/ads7846.ko.xz,linux,7676,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/edt-ft5x06.ko.xz,linux,9152,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/egalax_ts.ko.xz,linux,2708,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/exc3000.ko.xz,linux,4048,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/goodix_ts.ko.xz,linux,9276,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/ili210x.ko.xz,linux,7000,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/iqs5xx.ko.xz,linux,6264,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/raspberrypi-ts.ko.xz,linux,2976,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/stmpe-ts.ko.xz,linux,3408,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/input/touchscreen/usbtouchscreen.ko.xz,linux,8184,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/led-class-multicolor.ko.xz,linux,2832,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/leds-is31fl32xx.ko.xz,linux,3412,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/leds-pca9532.ko.xz,linux,4336,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/leds-pca955x.ko.xz,linux,4248,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/leds-pca963x.ko.xz,linux,3828,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/trigger/ledtrig-camera.ko.xz,linux,1552,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/trigger/ledtrig-netdev.ko.xz,linux,3972,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/trigger/ledtrig-pattern.ko.xz,linux,3740,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/leds/trigger/ledtrig-transient.ko.xz,linux,2356,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-bio-prison.ko.xz,linux,5424,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-bufio.ko.xz,linux,13324,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-cache-smq.ko.xz,linux,9644,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-cache.ko.xz,linux,25516,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/md/dm-crypt.ko.xz,linux,19848,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/md/dm-delay.ko.xz,linux,3792,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-integrity.ko.xz,linux,28480,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/md/dm-log-userspace.ko.xz,linux,7384,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-log.ko.xz,linux,5800,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-mirror.ko.xz,linux,10028,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-mod.ko.xz,linux,53452,21138710,0.3,0.1
lib/modules/6.1.61-v8/kernel/drivers/md/dm-multipath.ko.xz,linux,13172,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-raid.ko.xz,linux,18868,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-region-hash.ko.xz,linux,5704,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-round-robin.ko.xz,linux,2616,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-snapshot.ko.xz,linux,19380,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-thin-pool.ko.xz,linux,28384,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/md/dm-writecache.ko.xz,linux,14232,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/dm-zero.ko.xz,linux,1560,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/linear.ko.xz,linux,3840,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/md-mod.ko.xz,linux,64300,21138710,0.3,0.2
lib/modules/6.1.61-v8/kernel/drivers/md/persistent-data/dm-persistent-data.ko.xz,linux,28920,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/md/raid0.ko.xz,linux,6524,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/md/raid1.ko.xz,linux,21788,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/md/raid10.ko.xz,linux,28460,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/md/raid456.ko.xz,linux,66208,21138710,0.3,0.2
lib/modules/6.1.61-v8/kernel/drivers/media/cec/core/cec.ko.xz,linux,19784,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/media/common/b2c2/b2c2-flexcop.ko.xz,linux,11204,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/cx2341x.ko.xz,linux,9048,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/cypress_firmware.ko.xz,linux,1904,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/siano/smsdvb.ko.xz,linux,6616,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/siano/smsmdtv.ko.xz,linux,14644,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/ttpci-eeprom.ko.xz,linux,1976,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/tveeprom.ko.xz,linux,5404,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/v4l2-tpg/v4l2-tpg.ko.xz,linux,22780,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/media/common/videobuf2/videobuf2-common.ko.xz,linux,20560,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/media/common/videobuf2/videobuf2-dma-contig.ko.xz,linux,5528,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/videobuf2/videobuf2-dma-sg.ko.xz,linux,5144,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/videobuf2/videobuf2-memops.ko.xz,linux,1736,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/videobuf2/videobuf2-v4l2.ko.xz,linux,9524,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/common/videobuf2/videobuf2-vmalloc.ko.xz,linux,4048,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-core/dvb-core.ko.xz,linux,45200,21138710,0.2,0.1
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/a8293.ko.xz,linux,1976,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/af9013.ko.xz,linux,8236,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/af9033.ko.xz,linux,7812,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/as102_fe.ko.xz,linux,2540,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/ascot2e.ko.xz,linux,3316,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/atbm8830.ko.xz,linux,4100,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/au8522_common.ko.xz,linux,3492,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/au8522_decoder.ko.xz,linux,4404,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/au8522_dig.ko.xz,linux,5208,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/bcm3510.ko.xz,linux,6072,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cx22700.ko.xz,linux,3396,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cx22702.ko.xz,linux,3544,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cx24110.ko.xz,linux,4444,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cx24113.ko.xz,linux,5064,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cx24116.ko.xz,linux,8044,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cx24117.ko.xz,linux,6764,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cx24120.ko.xz,linux,6608,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cx24123.ko.xz,linux,7132,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cxd2099.ko.xz,linux,4724,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cxd2820r.ko.xz,linux,7700,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cxd2841er.ko.xz,linux,14448,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/cxd2880/cxd2880.ko.xz,linux,25780,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dib0070.ko.xz,linux,5764,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dib0090.ko.xz,linux,13760,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dib3000mb.ko.xz,linux,9364,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dib3000mc.ko.xz,linux,6516,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dib7000m.ko.xz,linux,8416,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dib7000p.ko.xz,linux,14976,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dib8000.ko.xz,linux,28028,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dib9000.ko.xz,linux,14680,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dibx000_common.ko.xz,linux,4460,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/drx39xyj/drx39xyj.ko.xz,linux,23176,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/drxd.ko.xz,linux,10592,21138710,0.1,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/drxk.ko.xz,linux,20788,21138710,0.1,0.1
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/ds3000.ko.xz,linux,6768,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/dvb-pll.ko.xz,linux,6180,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/ec100.ko.xz,linux,2544,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/gp8psk-fe.ko.xz,linux,3388,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/helene.ko.xz,linux,5080,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/horus3a.ko.xz,linux,3132,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/isl6405.ko.xz,linux,1768,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/isl6421.ko.xz,linux,2156,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/isl6423.ko.xz,linux,2376,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/itd1000.ko.xz,linux,3716,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/ix2505v.ko.xz,linux,3072,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/l64781.ko.xz,linux,4152,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/lg2160.ko.xz,linux,6112,21138710,0.0,0.0
lib/modules/6.1.61-v8/kernel/drivers/media/dvb-frontends/lgdt3305.ko.xz,linux,7828,21138710,0.0,0.0
